Date,Visitor,Visitor Goals,Home,Home Goals,Extra,Attendance,Length
2022-03-19,Ottawa Senators,1,Montreal Canadiens,5,Regular,21105,149
2022-03-19,Toronto Maple Leafs,3,Nashville Predators,6,Regular,17692,158
2022-03-19,Dallas Stars,2,New York Islanders,4,Regular,17255,146
2022-03-19,Detroit Red Wings,2,Seattle Kraken,4,Regular,17151,150
2022-03-19,New York Rangers,2,Tampa Bay Lightning,1,Regular,19092,154
2022-03-19,Calgary Flames,5,Vancouver Canucks,2,Regular,18865,142
2022-03-19,Los Angeles Kings,1,Vegas Golden Knights,5,Regular,18136,148
2022-03-20,New York Rangers,2,Carolina Hurricanes,0,Regular,18680,143
2022-03-20,Winnipeg Jets,6,Chicago Blackhawks,4,Regular,19251,145
2022-03-20,New York Islanders,1,Philadelphia Flyers,2,Regular,17218,144
2022-03-20,Arizona Coyotes,2,San Jose Sharks,4,Regular,13349,138
2022-03-20,Buffalo Sabres,3,Vancouver Canucks,2,OT,18873,152
2022-03-20,Dallas Stars,3,Washington Capitals,2,Regular,18573,153
2022-03-21,Nashville Predators,6,Anaheim Ducks,3,Regular,11679,153
2022-03-21,Edmonton Oilers,2,Colorado Avalanche,3,OT,18022,150
2022-03-21,Vegas Golden Knights,0,Minnesota Wild,3,Regular,17498,140
2022-03-21,Boston Bruins,3,Montreal Canadiens,2,OT,20922,147
2022-03-22,Seattle Kraken,4,Arizona Coyotes,2,Regular,11670,139
2022-03-22,Tampa Bay Lightning,2,Carolina Hurricanes,3,Regular,16783,161
2022-03-22,San Jose Sharks,4,Calgary Flames,3,Regular,15594,149
2022-03-22,Edmonton Oilers,3,Dallas Stars,5,Regular,18532,148
2022-03-22,Philadelphia Flyers,3,Detroit Red Wings,6,Regular,15521,150
2022-03-22,Nashville Predators,1,Los Angeles Kings,6,Regular,12629,141
2022-03-22,New York Rangers,4,New Jersey Devils,7,Regular,16514,145
2022-03-22,Ottawa Senators,0,New York Islanders,3,Regular,15856,137
2022-03-22,Columbus Blue Jackets,1,Pittsburgh Penguins,5,Regular,18196,141
2022-03-22,Vegas Golden Knights,0,Winnipeg Jets,4,Regular,13690,143
2022-03-22,St. Louis Blues,5,Washington Capitals,2,Regular,18573,138
2022-03-23,Chicago Blackhawks,4,Anaheim Ducks,2,Regular,11740,150
2022-03-23,Pittsburgh Penguins,3,Buffalo Sabres,4,SO,9399,155
2022-03-23,Vancouver Canucks,3,Colorado Avalanche,1,Regular,17482,141
2022-03-23,New Jersey Devils,2,Toronto Maple Leafs,3,Regular,18739,147
2022-03-24,Tampa Bay Lightning,2,Boston Bruins,3,Regular,17850,159
2022-03-24,Dallas Stars,4,Carolina Hurricanes,3,SO,16421,161
2022-03-24,San Jose Sharks,2,Edmonton Oilers,5,Regular,16740,150
2022-03-24,Chicago Blackhawks,4,Los Angeles Kings,3,SO,13518,158
2022-03-24,Vancouver Canucks,2,Minnesota Wild,3,OT,17333,159
2022-03-24,Florida Panthers,4,Montreal Canadiens,3,Regular,20788,154
2022-03-24,Detroit Red Wings,2,New York Islanders,5,Regular,16429,139
2022-03-24,Philadelphia Flyers,5,St. Louis Blues,2,Regular,18096,139
2022-03-24,Nashville Predators,1,Vegas Golden Knights,6,Regular,18021,162
2022-03-24,Ottawa Senators,5,Winnipeg Jets,2,Regular,14175,144
2022-03-25,Washington Capitals,4,Buffalo Sabres,3,SO,9740,155
2022-03-25,Arizona Coyotes,2,Calgary Flames,4,Regular,16526,143
2022-03-25,Philadelphia Flyers,3,Colorado Avalanche,6,Regular,18051,153
2022-03-25,Pittsburgh Penguins,1,New York Rangers,5,Regular,18006,140
2022-03-25,Columbus Blue Jackets,3,Winnipeg Jets,4,OT,13475,150
2022-03-26,New York Islanders,3,Boston Bruins,6,Regular,17850,152
2022-03-26,Edmonton Oilers,5,Calgary Flames,9,Regular,19289,160
2022-03-26,Vancouver Canucks,4,Dallas Stars,1,Regular,18532,156
2022-03-26,Tampa Bay Lightning,2,Detroit Red Wings,1,OT,19515,164
2022-03-26,Seattle Kraken,2,Los Angeles Kings,4,Regular,18230,140
2022-03-26,Columbus Blue Jackets,2,Minnesota Wild,3,OT,19089,161
2022-03-26,Toronto Maple Leafs,2,Montreal Canadiens,4,Regular,21105,150
2022-03-26,Florida Panthers,4,Ottawa Senators,3,SO,17201,174
2022-03-26,Anaheim Ducks,1,San Jose Sharks,4,Regular,14161,139
2022-03-26,Carolina Hurricanes,7,St. Louis Blues,2,Regular,18096,148
2022-03-26,Chicago Blackhawks,4,Vegas Golden Knights,5,OT,18301,153
2022-03-26,New Jersey Devils,3,Washington Capitals,4,Regular,18573,150
2022-03-27,Colorado Avalanche,2,Minnesota Wild,3,OT,19140,163
2022-03-27,Montreal Canadiens,2,New Jersey Devils,3,SO,12080,162
2022-03-27,Philadelphia Flyers,4,Nashville Predators,5,Regular,17414,149
2022-03-27,Tampa Bay Lightning,4,New York Islanders,1,Regular,17255,159
2022-03-27,Buffalo Sabres,4,New York Rangers,5,OT,18006,145
2022-03-27,Detroit Red Wings,2,Pittsburgh Penguins,11,Regular,17842,154
2022-03-27,Florida Panthers,2,Toronto Maple Leafs,5,Regular,18939,152
2022-03-27,Arizona Coyotes,1,Winnipeg Jets,2,OT,13825,147
2022-03-28,Buffalo Sabres,6,Chicago Blackhawks,5,Regular,18648,143
2022-03-28,Arizona Coyotes,1,Edmonton Oilers,6,Regular,15237,145
2022-03-28,Seattle Kraken,6,Los Angeles Kings,1,Regular,13919,150
2022-03-28,Vancouver Canucks,1,St. Louis Blues,4,Regular,18096,139
2022-03-28,Carolina Hurricanes,6,Washington Capitals,1,Regular,18573,145
2022-03-29,Dallas Stars,3,Anaheim Ducks,2,Regular,12617,150
2022-03-29,Toronto Maple Leafs,6,Boston Bruins,4,Regular,17850,154
2022-03-29,New York Islanders,4,Columbus Blue Jackets,3,Regular,15557,142
2022-03-29,Colorado Avalanche,2,Calgary Flames,1,Regular,16543,160
2022-03-29,Montreal Canadiens,4,Florida Panthers,7,Regular,15587,159
2022-03-29,Philadelphia Flyers,1,Minnesota Wild,4,Regular,17874,145
2022-03-29,Ottawa Senators,1,Nashville Predators,4,Regular,17176,161
2022-03-29,New York Rangers,3,Pittsburgh Penguins,2,Regular,18011,137
2022-03-29,Carolina Hurricanes,3,Tampa Bay Lightning,4,OT,19092,157
2022-03-30,San Jose Sharks,2,Arizona Coyotes,5,Regular,9949,143
2022-03-30,Winnipeg Jets,3,Buffalo Sabres,2,SO,8055,150
2022-03-30,New York Rangers,5,Detroit Red Wings,4,OT,16375,147
2022-03-30,Los Angeles Kings,3,Edmonton Oilers,4,SO,16472,158
2022-03-30,Vegas Golden Knights,3,Seattle Kraken,0,Regular,17151,139
2022-03-30,St. Louis Blues,4,Vancouver Canucks,3,Regular,18809,142
2022-03-31,Dallas Stars,3,Anaheim Ducks,2,OT,12385,150
2022-03-31,New Jersey Devils,1,Boston Bruins,8,Regular,17850,169
2022-03-31,Montreal Canadiens,0,Carolina Hurricanes,4,Regular,15289,150
2022-03-31,Los Angeles Kings,3,Calgary Flames,2,SO,16398,154
2022-03-31,San Jose Sharks,2,Colorado Avalanche,4,Regular,18013,145
2022-03-31,Chicago Blackhawks,0,Florida Panthers,4,Regular,15218,150
2022-03-31,Pittsburgh Penguins,4,Minnesota Wild,3,OT,18978,161
2022-03-31,Columbus Blue Jackets,2,New York Islanders,5,Regular,17255,139
2022-03-31,Winnipeg Jets,3,Toronto Maple Leafs,7,Regular,18517,159
2022-04-01,Anaheim Ducks,5,Arizona Coyotes,0,Regular,13587,147
2022-04-01,Nashville Predators,3,Buffalo Sabres,4,Regular,19070,142
2022-04-01,Ottawa Senators,5,Detroit Red Wings,2,Regular,17563,152
2022-04-01,St. Louis Blues,5,Edmonton Oilers,6,OT,16310,154
2022-04-01,New York Islanders,3,New York Rangers,0,Regular,17325,141
2022-04-01,Vegas Golden Knights,5,Seattle Kraken,2,Regular,17151,149
2022-04-01,Chicago Blackhawks,2,Tampa Bay Lightning,5,Regular,19092,144
2022-04-02,Columbus Blue Jackets,2,Boston Bruins,5,Regular,17850,143
2022-04-02,Minnesota Wild,3,Carolina Hurricanes,1,Regular,16375,155
2022-04-02,St. Louis Blues,6,Calgary Flames,4,Regular,16422,152
2022-04-02,Pittsburgh Penguins,2,Colorado Avalanche,3,Regular,18102,157
2022-04-02,Florida Panthers,7,New Jersey Devils,6,OT,12284,149
2022-04-02,Toronto Maple Leafs,6,Philadelphia Flyers,3,Regular,17097,144
2022-04-02,Dallas Stars,5,San Jose Sharks,4,Regular,14021,139
2022-04-02,Montreal Canadiens,5,Tampa Bay Lightning,4,SO,19092,163
2022-04-02,Los Angeles Kings,3,Winnipeg Jets,2,Regular,14067,145
2022-04-03,Edmonton Oilers,6,Anaheim Ducks,1,Regular,13689,150
2022-04-03,Florida Panthers,5,Buffalo Sabres,3,Regular,11787,149
2022-04-03,Arizona Coyotes,3,Chicago Blackhawks,2,OT,19869,150
2022-04-03,New York Islanders,4,New Jersey Devils,3,Regular,14620,146
2022-04-03,Philadelphia Flyers,4,New York Rangers,3,SO,16005,160
2022-04-03,Detroit Red Wings,2,Ottawa Senators,5,Regular,16402,147
2022-04-03,Dallas Stars,1,Seattle Kraken,4,Regular,17151,147
2022-04-03,Vegas Golden Knights,3,Vancouver Canucks,2,OT,18969,147
2022-04-03,Minnesota Wild,5,Washington Capitals,1,Regular,18573,148
2022-04-04,Boston Bruins,3,Columbus Blue Jackets,2,OT,16396,165
2022-04-04,Calgary Flames,3,Los Angeles Kings,2,Regular,13464,150
2022-04-04,Arizona Coyotes,1,St. Louis Blues,5,Regular,17163,139
2022-04-04,Toronto Maple Leafs,6,Tampa Bay Lightning,2,Regular,19092,151
2022-04-05,Carolina Hurricanes,2,Buffalo Sabres,4,Regular,8984,145
2022-04-05,New York Islanders,2,Dallas Stars,3,Regular,17876,144
2022-04-05,Boston Bruins,3,Detroit Red Wings,5,Regular,15734,155
2022-04-05,Toronto Maple Leafs,6,Florida Panthers,7,OT,15260,169
2022-04-05,Ottawa Senators,6,Montreal Canadiens,3,Regular,20566,147
2022-04-05,New York Rangers,3,New Jersey Devils,1,Regular,15020,140
2022-04-05,Minnesota Wild,2,Nashville Predators,6,Regular,17244,163
2022-04-05,Columbus Blue Jackets,4,Philadelphia Flyers,2,Regular,14367,144
2022-04-05,Colorado Avalanche,6,Pittsburgh Penguins,4,Regular,17409,151
2022-04-05,Edmonton Oilers,2,San Jose Sharks,1,OT,12046,140
2022-04-06,Calgary Flames,4,Anaheim Ducks,2,Regular,13417,141
2022-04-06,Seattle Kraken,1,St. Louis Blues,4,Regular,18096,141
2022-04-06,Vancouver Canucks,5,Vegas Golden Knights,1,Regular,18113,140
2022-04-06,Detroit Red Wings,3,Winnipeg Jets,1,Regular,13484,141
2022-04-06,Tampa Bay Lightning,3,Washington Capitals,4,Regular,18573,158
2022-04-07,Vancouver Canucks,5,Arizona Coyotes,1,Regular,9679,134
2022-04-07,Buffalo Sabres,3,Carolina Hurricanes,5,Regular,15639,138
2022-04-07,Philadelphia Flyers,4,Columbus Blue Jackets,1,Regular,17118,131
2022-04-07,Seattle Kraken,2,Chicago Blackhawks,0,Regular,18677,136
2022-04-07,Toronto Maple Leafs,4,Dallas Stars,3,OT,18012,151
2022-04-07,Edmonton Oilers,3,Los Angeles Kings,2,Regular,15149,141
2022-04-07,Montreal Canadiens,7,New Jersey Devils,4,Regular,10435,144
2022-04-07,Pittsburgh Penguins,0,New York Rangers,3,Regular,16694,144
2022-04-07,Nashville Predators,3,Ottawa Senators,2,Regular,12103,162
2022-04-07,Calgary Flames,4,San Jose Sharks,2,Regular,11426,147
2022-04-08,New York Islanders,2,Carolina Hurricanes,1,Regular,17279,138
2022-04-08,Buffalo Sabres,3,Florida Panthers,4,Regular,17728,140
2022-04-08,Minnesota Wild,3,St. Louis Blues,4,OT,18096,155
2022-04-08,Boston Bruins,2,Tampa Bay Lightning,1,OT,19092,154
2022-04-08,Colorado Avalanche,5,Winnipeg Jets,4,OT,13900,155
2022-04-09,New Jersey Devils,3,Dallas Stars,1,Regular,18127,143
2022-04-09,Columbus Blue Jackets,5,Detroit Red Wings,4,OT,19515,154
2022-04-09,Colorado Avalanche,2,Edmonton Oilers,1,SO,18347,157
2022-04-09,Florida Panthers,4,Nashville Predators,1,Regular,17465,150
2022-04-09,Ottawa Senators,1,New York Rangers,5,Regular,18006,146
2022-04-09,Anaheim Ducks,5,Philadelphia Flyers,3,Regular,17455,148
2022-04-09,Washington Capitals,6,Pittsburgh Penguins,3,Regular,18404,159
2022-04-09,Calgary Flames,4,Seattle Kraken,1,Regular,17151,144
2022-04-09,New York Islanders,1,St. Louis Blues,6,Regular,18096,147
2022-04-09,Montreal Canadiens,2,Toronto Maple Leafs,3,Regular,19113,148
2022-04-09,San Jose Sharks,2,Vancouver Canucks,4,Regular,18607,154
2022-04-09,Arizona Coyotes,1,Vegas Golden Knights,6,Regular,18123,143
2022-04-10,Anaheim Ducks,2,Carolina Hurricanes,5,Regular,17342,156
2022-04-10,Dallas Stars,6,Chicago Blackhawks,4,Regular,18809,145
2022-04-10,Los Angeles Kings,3,Minnesota Wild,6,Regular,19104,149
2022-04-10,Winnipeg Jets,4,Ottawa Senators,3,Regular,12207,153
2022-04-10,Nashville Predators,2,Pittsburgh Penguins,3,OT,17553,155
2022-04-10,Buffalo Sabres,0,Tampa Bay Lightning,5,Regular,19092,142
2022-04-10,Boston Bruins,2,Washington Capitals,4,Regular,18573,159
2022-04-11,Winnipeg Jets,4,Montreal Canadiens,2,Regular,20728,143
2022-04-12,New Jersey Devils,6,Arizona Coyotes,2,Regular,8679,143
2022-04-12,St. Louis Blues,4,Boston Bruins,2,Regular,17850,151
2022-04-12,Seattle Kraken,3,Calgary Flames,5,Regular,16392,148
2022-04-12,Los Angeles Kings,5,Chicago Blackhawks,2,Regular,18032,139
2022-04-12,Tampa Bay Lightning,0,Dallas Stars,1,Regular,17567,148
2022-04-12,Ottawa Senators,4,Detroit Red Wings,1,Regular,16093,144
2022-04-12,Anaheim Ducks,2,Florida Panthers,3,OT,16204,152
2022-04-12,Edmonton Oilers,1,Minnesota Wild,5,Regular,19035,152
2022-04-12,San Jose Sharks,0,Nashville Predators,1,OT,17159,158
2022-04-12,Pittsburgh Penguins,4,New York Islanders,5,SO,15924,160
2022-04-12,Carolina Hurricanes,4,New York Rangers,2,Regular,18006,146
2022-04-12,Buffalo Sabres,5,Toronto Maple Leafs,2,Regular,18393,144
2022-04-12,Vegas Golden Knights,4,Vancouver Canucks,5,OT,18717,150
2022-04-12,Philadelphia Flyers,2,Washington Capitals,9,Regular,18573,149
2022-04-13,Montreal Canadiens,1,Columbus Blue Jackets,5,Regular,16708,144
2022-04-13,Los Angeles Kings,3,Colorado Avalanche,9,Regular,18017,142
2022-04-13,New York Rangers,4,Philadelphia Flyers,0,Regular,15967,139
2022-04-14,Ottawa Senators,3,Boston Bruins,2,Regular,17850,159
2022-04-14,St. Louis Blues,6,Buffalo Sabres,2,Regular,11565,142
2022-04-14,Detroit Red Wings,3,Carolina Hurricanes,0,Regular,17811,151
2022-04-14,Vegas Golden Knights,6,Calgary Flames,1,Regular,17070,150
2022-04-14,San Jose Sharks,4,Chicago Blackhawks,5,SO,19501,165
2022-04-14,New Jersey Devils,1,Colorado Avalanche,3,Regular,18024,140
2022-04-14,Minnesota Wild,3,Dallas Stars,2,OT,18110,151
2022-04-14,Edmonton Oilers,4,Nashville Predators,0,Regular,17403,154
2022-04-14,New York Islanders,3,Pittsburgh Penguins,6,Regular,18236,149
2022-04-14,Anaheim Ducks,3,Tampa Bay Lightning,4,OT,19092,155
2022-04-14,Washington Capitals,3,Toronto Maple Leafs,7,Regular,18466,150
2022-04-14,Arizona Coyotes,1,Vancouver Canucks,7,Regular,18890,142
2022-04-15,Winnipeg Jets,1,Florida Panthers,6,Regular,17625,147
2022-04-15,New York Islanders,3,Montreal Canadiens,0,Regular,21105,142
2022-04-16,Pittsburgh Penguins,1,Boston Bruins,2,Regular,17850,146
2022-04-16,Philadelphia Flyers,3,Buffalo Sabres,4,Regular,11046,144
2022-04-16,Arizona Coyotes,1,Calgary Flames,9,Regular,16823,146
2022-04-16,Carolina Hurricanes,4,Colorado Avalanche,7,Regular,18091,154
2022-04-16,San Jose Sharks,1,Dallas Stars,2,Regular,18532,142
2022-04-16,Vegas Golden Knights,0,Edmonton Oilers,4,Regular,17757,151
2022-04-16,Columbus Blue Jackets,1,Los Angeles Kings,2,Regular,18230,143
2022-04-16,Washington Capitals,8,Montreal Canadiens,4,Regular,21105,163
2022-04-16,Chicago Blackhawks,3,Nashville Predators,4,Regular,17159,156
2022-04-16,Detroit Red Wings,0,New York Rangers,4,Regular,18006,138
2022-04-16,Toronto Maple Leafs,5,Ottawa Senators,4,OT,18655,155
2022-04-16,New Jersey Devils,3,Seattle Kraken,4,SO,17151,160
2022-04-16,Minnesota Wild,5,St. Louis Blues,6,OT,18096,163
2022-04-16,Winnipeg Jets,4,Tampa Bay Lightning,7,Regular,19092,147
2022-04-17,Columbus Blue Jackets,4,Anaheim Ducks,6,Regular,13635,144
2022-04-17,Florida Panthers,6,Detroit Red Wings,1,Regular,14566,143
2022-04-17,San Jose Sharks,4,Minnesota Wild,5,OT,19029,148
2022-04-17,St. Louis Blues,8,Nashville Predators,3,Regular,17277,150
2022-04-17,Buffalo Sabres,5,Philadelphia Flyers,3,Regular,14377,148
2022-04-17,New York Islanders,2,Toronto Maple Leafs,4,Regular,17464,149
2022-04-18,Carolina Hurricanes,5,Arizona Coyotes,3,Regular,8496,147
2022-04-18,Calgary Flames,5,Chicago Blackhawks,2,Regular,18523,143
2022-04-18,Washington Capitals,3,Colorado Avalanche,2,Regular,18020,148
2022-04-18,Ottawa Senators,2,Seattle Kraken,4,Regular,17151,151
2022-04-18,Dallas Stars,2,Vancouver Canucks,6,Regular,18890,149
2022-04-18,New Jersey Devils,3,Vegas Golden Knights,2,Regular,18077,144
2022-04-19,Los Angeles Kings,2,Anaheim Ducks,1,Regular,17174,144
2022-04-19,Minnesota Wild,2,Montreal Canadiens,0,Regular,20725,146
2022-04-19,Calgary Flames,2,Nashville Predators,3,SO,17237,163
2022-04-19,Florida Panthers,3,New York Islanders,2,OT,17255,148
2022-04-19,Winnipeg Jets,0,New York Rangers,3,Regular,18006,143
2022-04-19,Columbus Blue Jackets,2,San Jose Sharks,3,Regular,11894,138
2022-04-19,Boston Bruins,3,St. Louis Blues,2,OT,18096,149
2022-04-19,Detroit Red Wings,4,Tampa Bay Lightning,3,Regular,19092,151
2022-04-19,Philadelphia Flyers,2,Toronto Maple Leafs,5,Regular,18291,149
2022-04-19,Ottawa Senators,4,Vancouver Canucks,3,SO,18845,28
2022-04-20,Chicago Blackhawks,4,Arizona Coyotes,3,OT,11916,155
2022-04-20,Dallas Stars,2,Edmonton Oilers,5,Regular,16833,147
2022-04-20,Colorado Avalanche,2,Seattle Kraken,3,Regular,17151,137
2022-04-20,Washington Capitals,3,Vegas Golden Knights,4,OT,18240,158
2022-04-21,Winnipeg Jets,2,Carolina Hurricanes,4,Regular,17587,146
2022-04-21,Dallas Stars,2,Calgary Flames,4,Regular,17280,147
2022-04-21,Detroit Red Wings,2,Florida Panthers,5,Regular,16238,146
2022-04-21,Chicago Blackhawks,1,Los Angeles Kings,4,Regular,18230,137
2022-04-21,Vancouver Canucks,3,Minnesota Wild,6,Regular,17894,148
2022-04-21,Philadelphia Flyers,6,Montreal Canadiens,3,Regular,21105,150
2022-04-21,Buffalo Sabres,5,New Jersey Devils,2,Regular,12014,139
2022-04-21,New York Rangers,6,New York Islanders,3,Regular,17255,136
2022-04-21,Boston Bruins,0,Pittsburgh Penguins,4,Regular,18350,150
2022-04-21,St. Louis Blues,3,San Jose Sharks,1,Regular,12136,135
2022-04-21,Toronto Maple Leafs,1,Tampa Bay Lightning,8,Regular,19092,167
2022-04-22,Washington Capitals,2,Arizona Coyotes,0,Regular,14053,143
2022-04-22,Ottawa Senators,2,Columbus Blue Jackets,1,SO,18116,160
2022-04-22,Colorado Avalanche,3,Edmonton Oilers,6,Regular,18347,149
2022-04-22,Seattle Kraken,3,Minnesota Wild,6,Regular,19047,146
2022-04-23,St. Louis Blues,5,Arizona Coyotes,4,OT,12717,143
2022-04-23,New York Rangers,1,Boston Bruins,3,Regular,17850,146
2022-04-23,New York Islanders,3,Buffalo Sabres,5,Regular,12955,141
2022-04-23,Vancouver Canucks,3,Calgary Flames,6,Regular,17533,151
2022-04-23,Seattle Kraken,2,Dallas Stars,3,Regular,18532,149
2022-04-23,Pittsburgh Penguins,7,Detroit Red Wings,2,Regular,19515,146
2022-04-23,Toronto Maple Leafs,2,Florida Panthers,3,OT,17132,149
2022-04-23,Anaheim Ducks,2,Los Angeles Kings,4,Regular,18230,148
2022-04-23,Carolina Hurricanes,3,New Jersey Devils,2,OT,10376,147
2022-04-23,Montreal Canadiens,4,Ottawa Senators,6,Regular,19410,157
2022-04-23,Chicago Blackhawks,1,San Jose Sharks,4,Regular,17562,135
2022-04-23,Nashville Predators,2,Tampa Bay Lightning,6,Regular,19092,152
2022-04-24,St. Louis Blues,6,Anaheim Ducks,3,Regular,17446,146
2022-04-24,Edmonton Oilers,2,Columbus Blue Jackets,5,Regular,18120,147
2022-04-24,Tampa Bay Lightning,8,Florida Panthers,4,Regular,17036,164
2022-04-24,Boston Bruins,5,Montreal Canadiens,3,Regular,21105,153
2022-04-24,Detroit Red Wings,3,New Jersey Devils,0,Regular,11492,133
2022-04-24,Minnesota Wild,5,Nashville Predators,4,OT,17160,169
2022-04-24,Carolina Hurricanes,5,New York Islanders,2,Regular,15945,140
2022-04-24,Pittsburgh Penguins,1,Philadelphia Flyers,4,Regular,18601,157
2022-04-24,San Jose Sharks,5,Vegas Golden Knights,4,SO,18367,166
2022-04-24,Colorado Avalanche,1,Winnipeg Jets,4,Regular,14443,147
2022-04-24,Toronto Maple Leafs,4,Washington Capitals,3,SO,18573,167
2022-04-25,Philadelphia Flyers,1,Chicago Blackhawks,3,Regular,18642,146
2022-04-26,Florida Panthers,2,Boston Bruins,4,Regular,17850,154
2022-04-26,St. Louis Blues,3,Colorado Avalanche,5,Regular,18071,150
2022-04-26,Vegas Golden Knights,2,Dallas Stars,3,SO,18532,170
2022-04-26,Arizona Coyotes,5,Minnesota Wild,3,Regular,18383,152
2022-04-26,Calgary Flames,5,Nashville Predators,4,OT,17498,170
2022-04-26,Carolina Hurricanes,4,New York Rangers,3,Regular,17358,151
2022-04-26,New Jersey Devils,4,Ottawa Senators,5,OT,13101,158
2022-04-26,Edmonton Oilers,5,Pittsburgh Penguins,1,Regular,17804,146
2022-04-26,Anaheim Ducks,5,San Jose Sharks,2,Regular,13378,146
2022-04-26,Columbus Blue Jackets,1,Tampa Bay Lightning,4,Regular,19092,135
2022-04-26,Detroit Red Wings,0,Toronto Maple Leafs,3,Regular,18107,140
2022-04-26,Seattle Kraken,2,Vancouver Canucks,5,Regular,18261,141
2022-04-26,New York Islanders,4,Washington Capitals,1,Regular,18573,141
2022-04-27,Vegas Golden Knights,3,Chicago Blackhawks,4,SO,19660,155
2022-04-27,Arizona Coyotes,4,Dallas Stars,3,OT,18025,160
2022-04-27,Montreal Canadiens,4,New York Rangers,3,Regular,16845,143
2022-04-27,Los Angeles Kings,5,Seattle Kraken,3,Regular,17151,147
2022-04-27,Philadelphia Flyers,0,Winnipeg Jets,4,Regular,13383,143
2022-04-28,Buffalo Sabres,0,Boston Bruins,5,Regular,17850,152
2022-04-28,New Jersey Devils,3,Carolina Hurricanes,6,Regular,18040,142
2022-04-28,Tampa Bay Lightning,2,Columbus Blue Jackets,5,Regular,18234,149
2022-04-28,Nashville Predators,5,Colorado Avalanche,4,SO,18011,172
2022-04-28,San Jose Sharks,4,Edmonton Oilers,5,OT,16692,149
2022-04-28,Calgary Flames,2,Minnesota Wild,3,OT,18490,145
2022-04-28,Washington Capitals,1,New York Islanders,5,Regular,16722,146
2022-04-28,Florida Panthers,4,Ottawa Senators,0,Regular,17102,134
2022-04-28,Los Angeles Kings,2,Vancouver Canucks,3,OT,18779,145
2022-04-29,Nashville Predators,4,Arizona Coyotes,5,Regular,15123,151
2022-04-29,Chicago Blackhawks,2,Buffalo Sabres,3,OT,16505,140
2022-04-29,Anaheim Ducks,2,Dallas Stars,4,Regular,18532,135
2022-04-29,Vancouver Canucks,2,Edmonton Oilers,3,SO,18347,154
2022-04-29,Colorado Avalanche,1,Minnesota Wild,4,Regular,19261,149
2022-04-29,Florida Panthers,2,Montreal Canadiens,10,Regular,21105,148
2022-04-29,Detroit Red Wings,5,New Jersey Devils,3,Regular,14597,137
2022-04-29,Tampa Bay Lightning,6,New York Islanders,4,Regular,17255,146
2022-04-29,Washington Capitals,2,New York Rangers,3,Regular,17230,148
2022-04-29,Ottawa Senators,4,Philadelphia Flyers,2,Regular,17575,153
2022-04-29,Columbus Blue Jackets,3,Pittsburgh Penguins,5,Regular,18402,149
2022-04-29,San Jose Sharks,0,Seattle Kraken,3,Regular,17151,136
2022-04-29,Vegas Golden Knights,7,St. Louis Blues,4,Regular,18096,143
2022-04-29,Boston Bruins,2,Toronto Maple Leafs,5,Regular,18219,149
2022-04-29,Calgary Flames,1,Winnipeg Jets,3,Regular,14202,141
2022-05-01,Seattle Kraken,3,Winnipeg Jets,4,Regular,14443,130
2022-10-11,Vegas Golden Knights,4,Los Angeles Kings,3,Regular,18230,151
2022-10-11,Tampa Bay Lightning,1,New York Rangers,3,Regular,18006,141
2022-10-12,Seattle Kraken,4,Anaheim Ducks,5,OT,17530,148
2022-10-12,Columbus Blue Jackets,1,Carolina Hurricanes,4,Regular,18824,157
2022-10-12,Chicago Blackhawks,2,Colorado Avalanche,5,Regular,18143,139
2022-10-12,Vancouver Canucks,3,Edmonton Oilers,5,Regular,18347,161
2022-10-12,Toronto Maple Leafs,3,Montreal Canadiens,4,Regular,21105,150
2022-10-12,Boston Bruins,5,Washington Capitals,2,Regular,18573,148
2022-10-13,Ottawa Senators,1,Buffalo Sabres,4,Regular,15364,141
2022-10-13,Colorado Avalanche,3,Calgary Flames,5,Regular,19289,155
2022-10-13,Seattle Kraken,4,Los Angeles Kings,1,Regular,15645,148
2022-10-13,New York Rangers,7,Minnesota Wild,3,Regular,18612,151
2022-10-13,Dallas Stars,4,Nashville Predators,1,Regular,17692,146
2022-10-13,Florida Panthers,3,New York Islanders,1,Regular,17255,156
2022-10-13,New Jersey Devils,2,Philadelphia Flyers,5,Regular,19107,154
2022-10-13,Arizona Coyotes,2,Pittsburgh Penguins,6,Regular,18355,154
2022-10-13,Washington Capitals,2,Toronto Maple Leafs,3,Regular,18914,151
2022-10-13,Chicago Blackhawks,0,Vegas Golden Knights,1,Regular,18467,147
2022-10-14,Tampa Bay Lightning,5,Columbus Blue Jackets,2,Regular,18889,145
2022-10-14,Montreal Canadiens,0,Detroit Red Wings,3,Regular,19515,150
2022-10-14,Carolina Hurricanes,2,San Jose Sharks,1,Regular,17562,147
2022-10-14,New York Rangers,1,Winnipeg Jets,4,Regular,14553,146
2022-10-15,Arizona Coyotes,3,Boston Bruins,6,Regular,17850,153
2022-10-15,Florida Panthers,4,Buffalo Sabres,3,Regular,11481,150
2022-10-15,Nashville Predators,1,Dallas Stars,5,Regular,18532,150
2022-10-15,Calgary Flames,4,Edmonton Oilers,3,Regular,18347,155
2022-10-15,Los Angeles Kings,7,Minnesota Wild,6,Regular,18421,164
2022-10-15,Detroit Red Wings,5,New Jersey Devils,2,Regular,16514,145
2022-10-15,Anaheim Ducks,1,New York Islanders,7,Regular,16487,152
2022-10-15,Vancouver Canucks,2,Philadelphia Flyers,3,Regular,14837,147
